,equal_weighted,OMAR_simple,OMAR_exp,PAMR,PAMR_1,PAMR_2
2022-06-16,0.9713180973605319,1.000088073416962,1.011539250595318,1.043041447687714,1.0116690454186716,1.0005179746255772
2022-06-17,0.9886750661879639,1.000111288487001,1.0012471639932858,1.0072683602700934,1.0010244696203372,1.000054587964468
2022-06-20,,,,,,
2022-06-21,1.019385899578643,0.9999392768296468,0.9898539689022342,1.0137965988877253,1.004387384666588,1.0001672531301968
2022-06-22,0.9919414829839025,1.0000604695960693,1.0129104621877978,1.0274458922585148,1.0042531284079883,1.0001694230671785
2022-06-23,0.9942998787657822,0.9999172191228086,0.9945901507269472,1.045987395592502,1.0012783718391782,1.000052868571401
2022-06-24,1.0312648290280026,0.9998516652898262,0.9894344032514987,1.065499086798437,0.9997330634238747,0.9999582790930482
2022-06-27,1.0083870669207429,1.0000995308995662,0.9999302398292144,1.0331485337528725,1.004101201468563,1.0001296617422377
2022-06-28,0.9911309563460176,1.0001397424525447,0.9979052953660197,1.047089176098684,1.0064909107563782,1.0002829193581184
2022-06-29,0.983684729346798,1.0001048512659862,1.008848496914304,1.0470214873309975,1.0049074573014258,1.0002470134395562
2022-06-30,0.9934330259130825,1.0001137081431546,1.0170893226658717,1.0107488433990983,1.0050866223954962,1.000220382480386
2022-07-01,0.9930540453571667,1.00007170576381,1.0102725927041143,1.0208331124896668,1.0010371934151234,1.0000468664729718
2022-07-04,,,,,,
2022-07-05,0.9899051326369538,1.0001627115594294,0.9999813128330686,1.051743602391061,1.0093117899295485,1.000381909634879
2022-07-06,1.0008927562346357,1.0000161040254394,0.9863666265780475,1.0121475567767075,1.0050561530836482,1.0001992677134235
2022-07-07,1.0288248646423859,0.9998367158031749,0.9813942398836365,1.0469545346227522,0.9953406087622977,0.9997951240318806
2022-07-08,1.0037447024758164,1.0003391058436628,1.00424911570014,1.0353504718871718,1.0034684755239085,1.0001149269237521
2022-07-11,0.9873762896923399,1.000120749925156,1.0166496246109364,1.018655319566053,1.0045294196297614,1.0002047495801545
2022-07-12,1.0001344667524474,0.9999987943861779,1.0064661505476535,1.014325664327184,1.000648567512263,1.000010247701902
2022-07-13,0.9906837758979646,1.0001809659804757,1.020542800569619,1.06834222510151,1.0098112031425153,1.000436462793785
2022-07-14,0.9854394361871827,1.000055483013423,1.0131274406504311,1.0864552248916646,1.0072667118361829,1.0003153553107962
2022-07-15,1.0185893631099951,0.9834029105222757,0.987660557927557,1.0901710387769286,1.0019832401057662,1.0000506714042081
2022-07-18,1.0191764863289066,0.9999359419472826,0.9912789530315611,1.0447361308920302,1.0020532914788525,1.0000641593700434
2022-07-19,1.0074940424100312,1.00020751076945,1.009913038975175,1.0522359459842598,1.0028212067192643,1.000059362587036
2022-07-20,1.009362213907989,1.000139534404179,0.9986622799316184,1.0134331203524354,1.0022864457051066,1.0000421664487542
2022-07-21,0.9975766741709423,1.0001476610906777,1.0092379196492798,1.0336608610261127,1.003962667142367,1.0001602968974412
2022-07-22,1.0082685450116946,0.9999813348080583,0.9912109525487076,1.033185795863684,1.004047152864107,1.0001492838036126
2022-07-25,0.9994853838146689,1.0020869530963414,1.0078160977026092,1.025072601552903,1.0002278120828256,1.0000097749518948
2022-07-26,0.992161415618546,1.0001260265419962,1.0064961242996928,1.081663017578075,1.0054538029514075,1.0002501714017273
2022-07-27,1.010275488631942,0.9999534738494595,0.9929402737423203,1.038365201489144,1.0024266885737783,1.0000833392852684
2022-07-28,1.023383316448522,0.9999293405359119,0.9819373949627981,1.0376176714571674,1.0005983726071206,0.9999814956353895
2022-07-29,1.0151117016127962,1.0000208008669835,0.995333250236192,1.0541147306977088,1.0021483697366589,1.000076804610797
2022-08-01,1.0024779531028731,0.9999849610246142,1.002832760656961,1.0461772973713424,1.0018348608950947,1.00006031219791
2022-08-02,1.0002489930870775,1.0000430704476702,1.0096303044046775,1.0084910291331801,1.0013830851203929,1.0000375428191612
2022-08-03,0.994358906188012,1.000029583897207,1.00962511956543,1.0833904152931786,1.0031020236819004,1.000140946433911
2022-08-04,1.0031509891185653,1.0000206951172539,0.999073950155953,1.0004061511286462,1.0012173440123915,1.0000568143731203
2022-08-05,0.9948303420460937,1.0009751014561465,1.0104668990001766,1.0372526222687748,1.0040854152996508,1.0001689138224255
2022-08-08,1.017063448435938,0.9999522698899546,0.9875522327392584,1.0559569101569124,1.0013662004997774,1.000041558091473
2022-08-09,0.9901675437675892,1.0000640903656144,1.0094879118951967,1.07430532588384,1.0041257351857447,1.0002021234938738
2022-08-10,0.9999999999999132,1.0,1.0,1.0,1.0,1.0
2022-08-11,1.0307906525910384,0.9999116099132279,0.9749905722799225,1.092582102200216,1.004870365533854,1.0001892592980726
2022-08-12,1.0046338077086245,1.00040101417425,1.0017631212132658,1.016081208188171,1.0027376167225952,1.0000886836603293
2022-08-15,1.0029244550809522,1.000036007933512,1.0070998508927747,1.0588855123377077,1.0081407948546082,1.00031171145241
2022-08-16,1.006540653545867,1.0021746804531706,1.0009863057592705,1.0200786399488215,1.0026257436333197,1.0000887607426252
2022-08-17,0.9834376774280336,1.000060947102367,1.013737217203966,1.0325127210551703,1.005644827496204,1.0002903971095303
2022-08-18,1.0103367780445716,0.9999020599582555,0.995013820142578,1.0508098884037238,0.9990944092551101,0.99995417125727
2022-08-19,0.9889904059837611,1.0000451067631837,1.0128954076639607,1.0273665925569317,1.0042802671560151,1.0002111641560005
2022-08-22,0.9862946842286945,1.0001355399396659,1.0146801807856405,1.042352093238439,1.0062557719988676,1.0002686550309892
2022-08-23,1.0044111380460858,0.9999325632762771,1.0034438180122578,1.0379717100481185,0.9975328215539416,0.9998955442884584
2022-08-24,1.002493033038664,1.0000697272538253,1.007031099879932,1.0184070277905726,1.0015071695286597,1.0000567905313473
2022-08-25,1.0072530012226801,1.0001449792948587,0.9987218404179736,1.0037326070260293,1.0036854606650962,1.0001270064798569
2022-08-26,0.9874556411403561,1.0002763221787048,0.9954017974337044,1.0482004554151347,1.0096369300928476,1.0004466036857071
2022-08-29,0.9893831150194,1.0000841883795708,1.017735280635337,1.022561701413218,1.0054321251191483,1.0002027431200475
2022-08-30,0.9818023601239516,1.0001184095841122,1.0044192229310966,1.0566176316268905,1.0084356377425086,1.0003940829313795
2022-08-31,1.0005958649952935,1.0001403518282392,1.0049891257977315,1.062893491639972,1.0014153115649798,1.0000261522127993
2022-09-01,0.9756328315338991,1.0000968956143277,1.0265201810502105,1.064446004805423,1.0099914432942017,1.0004346174809375
2022-09-02,1.0263708207122226,0.999823150522908,0.9856073118950426,1.0319653122098569,1.000191875602559,0.9999836809827257
2022-09-05,,,,,,
2022-09-06,0.9830098464013378,1.0000888741683203,1.0233853951880378,1.0319097957210202,1.0061891148500786,1.000274077238008
2022-09-07,0.999694243387182,0.999917944215218,1.011256357953553,1.070718064297031,1.0079679752919837,1.0003354977765135
2022-09-08,1.0145944941020455,1.0000478740072607,0.9941948585946966,1.0883701853173082,1.0005429621767066,1.0000009081765369
2022-09-09,1.0185652504640603,0.9999682707742976,0.9872717836305002,1.064147990584198,1.001453266685691,1.0000456842171508
2022-09-12,1.0113360197624697,0.9999698486989307,0.9913689315116937,1.025347127559312,1.0018327746130984,1.0000659895514494
2022-09-13,0.9739010959452593,1.000222683500145,1.006787588234054,1.0724146952973208,1.0154149408047772,1.0006504816359798
2022-09-14,0.9941418626595242,0.9999918452109893,1.0156870862796024,1.0239703640233861,1.0008127529078545,1.0000363091750577
2022-09-15,0.9887363443578324,1.0003325048384284,1.006565506900158,1.0310167403279016,1.001926500636989,1.00012304108881
2022-09-16,0.9858826356666996,1.000099039089646,1.0189714072525424,1.0486759207185297,1.0044782074265364,1.0002152711759338
2022-09-19,1.0005849863323724,1.0000797332411362,1.008356751534221,1.062803026447326,1.0044261906444563,1.0001643679121803
2022-09-20,0.9951305924558956,1.0002973740016887,0.9999696141297739,1.0389409448790918,1.0050287585845157,1.0002073539552025
2022-09-21,1.0059699100101207,1.0001313071148608,0.9970226327008768,1.0497802853078506,1.00293827211038,1.0000978839375068
2022-09-22,0.9698256782981292,1.0001057603195511,1.0272936115069813,1.021276574981189,1.0097995136232367,1.0004526911950122
2022-09-23,0.9671834185591065,1.0000303677243632,1.0068790376345793,1.0110631281177647,1.0095138512853745,1.000413825397958
2022-09-26,0.994630079650176,1.0001408630520294,1.0075760325275236,1.0503388249587087,1.0036887665297112,1.0001616162569975
2022-09-27,0.9957967989932239,1.0012285091994018,1.0010321379987948,1.0435498904484781,1.0052933107697635,1.0002508271426798
2022-09-28,1.0218823397045282,0.9998341712165572,1.0045101787089696,1.039119982364863,0.9983259557180366,0.9998230787838492
2022-09-29,0.989977590884166,1.0000927910859274,1.0053937678694045,1.0512292837300274,1.0044406496712714,1.0002074349324113
2022-09-30,1.0066331870511571,1.0001662573438095,1.004631666299182,1.057844054745928,1.002935824090534,1.000110779168288
2022-10-03,1.0147189688294487,1.0000099885310585,1.003260379374379,1.0925567648480814,1.0012219098358417,1.0000134125919566
2022-10-04,1.038388702007865,0.9998369160878416,0.973347187455929,1.1176487092149168,1.0008660933483216,1.000023223012671
2022-10-05,0.9890331839748958,1.0001103051499833,1.0097287012685243,1.0599002727338729,1.0032898832997237,1.0001478765990237
2022-10-06,1.0048789042633548,1.0000874121397585,0.994746812942997,1.049457136548817,1.0030135189226623,1.0001157334748791
2022-10-07,0.98391305577348,1.000077746092466,1.013607994334906,1.0573447024405056,1.0048527258452549,1.000258919513859
2022-10-10,0.9999999999999132,1.0,1.0,1.0,1.0,1.0
2022-10-11,0.9887989744851744,1.0000554740065828,1.0126334018606364,1.018765571957166,1.0068438251431169,1.0002480446044726
2022-10-12,0.9908417305111273,1.0003265120004723,1.0118768792302402,1.0135969722794358,1.0026623353797208,1.0001488727480157
2022-10-13,1.0124867822289312,1.0001227256002996,1.0111758291860808,1.09430922737961,1.0055461467085978,1.0002164741158868
2022-10-14,0.9852753465000765,1.0000524594176115,0.9942626969652612,1.0832374467086199,1.0084393153749727,1.0003869022876049
2022-10-17,1.019997338142447,0.9998470145675878,0.9929321832952788,1.0458694180653225,1.0014175014084965,1.000035799812387
2022-10-18,1.0038573333640985,1.0000660507788333,0.9909720234002481,1.0272638966824255,1.009685965004051,1.000398937448693
2022-10-19,0.9980433829601222,1.0000541560038994,1.0053226965484447,1.0016393578406313,1.0033129800329998,1.0001456701179428
2022-10-20,1.0023174679504008,1.0000715723818125,1.0024466613974239,1.0261507185588308,1.0006993503000978,1.0000284562508386
2022-10-21,1.002076890156148,1.0000722562410111,1.0259568597249002,1.008980017026443,1.0033811518289324,1.0000699251091119
2022-10-24,1.0175592412418124,0.9999782970379979,0.9923883225437597,1.0569303268524695,1.0017887470922793,1.0000482237833044
2022-10-25,1.0184954849793302,0.99993803907046,0.9951907416283219,1.0473923934797256,0.9992266681281727,0.9999044847220628
2022-10-26,1.0168060796215936,1.000017743662669,0.9974916640418265,1.0088073840952831,0.9992639707342055,0.9999157420288657
2022-10-27,0.9956118871323344,1.0001260069656057,1.011906954019006,1.01915219382325,1.0043090873800216,1.0001861942796073
2022-10-28,0.9993209444728589,1.000135841577627,1.010062177516635,1.0216048564531754,1.0025786789508118,1.0000916501964063
2022-10-31,1.0077900854728612,1.0001090212382304,0.9955068549048219,1.0032759971314191,1.0019812729321889,1.0000633068190274
2022-11-01,1.0027963804806581,1.0002421996893855,0.9937921985164557,1.0446783792929086,1.0061302593129111,1.0002509851202888
2022-11-02,0.9940686220146506,1.00141179616529,1.004950821055537,1.0721450250592273,1.0014380521682609,1.0000837538581901
2022-11-03,0.975728823719808,1.000090245380568,1.0273139554324109,1.0673340718534945,1.0121098026391908,1.0004867126112473
2022-11-04,1.0093334351783343,0.999911012060395,0.9895498115647108,1.0930251279901104,1.0025168475275508,1.000104347543014
2022-11-07,1.0168490473952123,0.9999811430117467,0.9855461495466155,1.0281302459791986,1.003142359807793,1.0001179074601478
2022-11-08,1.0174226221764509,0.9998308300387876,0.9974707041906377,1.0182723519349572,0.9983157855967152,0.9998969121583028
2022-11-09,0.985067936871532,1.0111298966622633,1.0184171000536806,1.0173823698591056,1.003122628417062,1.0001699307203318
2022-11-10,1.0366986736802115,1.0000902655586568,1.0124554984111478,1.1568737778277887,1.0022778049082508,1.000057904053442
2022-11-11,1.0151857437201648,1.0000088285391273,1.0006573858445884,1.070296396940529,1.001948294850773,1.0000730112048741
2022-11-14,1.0020817339728645,1.0000906760501946,1.0082833773922266,1.0505328865222143,1.0006297133863356,1.0000251497766552
2022-11-15,0.999651977958731,1.000036600992043,1.0071207046119783,1.0619697196083877,1.008448904553315,1.0003461428567428
2022-11-16,0.9897533910789953,1.000077101404105,1.0096520644625742,1.0366244743797166,1.0051285919670174,1.0002573147877947
2022-11-17,0.9815333614864503,1.0001885240004869,1.0168155860090209,1.0569905500069565,1.0065468086303369,1.0003246155350145
2022-11-18,1.011328627654111,1.0000635615755646,0.9839872906287134,1.078651788040265,1.0042678107114185,1.0001603009789994
2022-11-21,0.9917615889213828,1.0000516677453852,1.0081891004506056,1.0519721420210004,1.0010525408732882,1.0000611200789846
2022-11-22,1.021915796968937,0.999834179216462,0.9906481126000768,1.0591613103265307,0.9984134469666543,0.9999179909185202
2022-11-23,1.0065483931673045,1.000135245483712,1.003030653980121,1.0728201361555763,1.0037348852942198,1.0001188582066383
2022-11-24,,,,,,
2022-11-25,1.0038700910773755,1.0000108634146132,0.9974269735924072,1.0112662267037198,1.0005244815756296,1.0000149845939443
2022-11-28,0.9871035747238911,1.000124862789465,1.0168474863391892,1.0461233494734723,1.0041520936928745,1.0001994717215779
2022-11-29,0.99953417372243,1.000165458746769,1.0102788912069465,1.051099145521645,1.0020342238593556,1.0000734779023768
2022-11-30,0.9949662366360018,1.0004931267146069,1.0023641751474257,1.0399286503619742,1.0032679724883082,1.0001380005956233
2022-12-01,1.0317581989762479,0.9999480657911579,0.9739246356534662,1.0353643652210227,1.0008741846618872,1.000023968835439
2022-12-02,0.9914052726179223,1.000164331139501,1.0150683572577577,1.0796150472162573,1.007218042216312,1.000313674757596
2022-12-05,0.9930069702200603,1.0004286338521433,1.001786819717702,1.0386599886047474,1.003339692901364,1.0001485758652588
2022-12-06,0.9809536939180443,1.0000499222933932,1.0182161290408671,1.0254869167410603,1.0044359143812678,1.0002255450939863
2022-12-07,1.0024069175499715,1.0000286465005364,1.015309272240515,1.03803196413345,1.0027819581440727,1.0000961536636432
2022-12-08,1.002665559889743,1.000310434202044,1.0030283881162063,1.0328389491065526,1.0014594963467016,1.000043896628258
2022-12-09,0.9967433280254058,1.0001898677813092,1.0110021808259442,1.0675732387166528,1.004054207904383,1.000168442788535
2022-12-12,0.9932960146334607,0.9999898658062206,1.019689853262698,1.039825371810021,1.0017943778104326,1.0000870978707899
2022-12-13,1.0215506016653964,0.9998358534266694,0.983091796100096,1.065974400816464,1.0099057132506228,1.0003968666000684
2022-12-14,1.0005463994865136,1.0001218547700574,1.0026345244354005,1.0197849740411151,1.0036425213321645,1.0001271806222949
2022-12-15,0.9735135138940827,1.00012010825153,1.0293958300025579,1.072328837423465,1.0111792052802564,1.0004813880193175
2022-12-16,0.985452504259668,1.000147353707588,1.01837028938716,1.0785926353033861,1.0079205781120621,1.0003358490352976
2022-12-19,0.9938561527236236,1.000253928530339,0.9979190540979455,1.0310471915908581,1.002364348752628,1.000108876544202
2022-12-20,1.004525157901851,1.000076333644039,1.0111408690853725,1.0623613580912854,1.004122551395531,1.000149763525217
2022-12-21,1.014566166965932,0.9997563064854902,0.9939160777404153,1.041504217888136,1.0023589149274923,1.0000709287904557
2022-12-22,0.980580133787687,1.0020870482326372,1.0123255354302643,1.0260527816336023,1.0056524272145364,1.0003128908484453
2022-12-23,1.008473414597495,0.9999851244646202,0.9938025518690146,1.0367497828002155,1.0029790839495958,1.000106423228222
2022-12-26,,,,,,
2022-12-27,1.00759748916326,1.0000829408173175,0.9959772184600998,1.0084775472198861,1.0033738217302601,1.0001271597282697
2022-12-28,0.9875797372859875,1.0006404571003176,1.005567162633174,1.0286294042046513,1.003077791345542,1.0001818392374007
2022-12-29,1.0093071818499812,1.0001298353378842,1.0027052409056723,1.0373732576118204,1.0020158963790735,1.0000505436794294
2022-12-30,0.9961008954524226,1.0004668702503268,1.008326832642682,1.0167497225533064,1.0020144762818939,1.000092288250376
2023-01-02,,,,,,
2023-01-03,1.006057770650492,1.0002182656566614,0.9976097029623284,1.0410839184417429,1.0068618609227964,1.0002699464702398
2023-01-04,1.0043601969653353,0.9999982682407033,1.0052864994021316,1.0753434787553133,1.001312313480197,1.0000539121374403
2023-01-05,0.9917734472184854,1.0001894361768957,1.0033920766199331,1.0622024296327306,1.0033007328849555,1.0001641684436535
2023-01-06,1.0248591596934544,0.9992608618675022,0.9924916834067805,1.031989583472953,0.9984708821165369,0.9998923640467778
2023-01-09,1.0143864096373645,0.9999287710159247,0.9925240598843245,1.019022209937795,1.0006973359622575,1.0000121145906482
2023-01-10,0.988986994359386,1.0001082447216185,1.0176589399189875,1.0411893306519164,1.0043353631481267,1.0001795396822806
2023-01-11,1.0115420424813613,0.9999966974937919,0.9840776026994947,1.043698815523244,1.0020850533090393,1.000077509789031
2023-01-12,1.0127862627059339,1.0000236359027783,0.9913788817895427,1.0244890285541333,1.0031128998904717,1.0001106921419132
2023-01-13,1.0053344045197377,1.0002545065535153,1.0026120197809307,1.0417546334016363,1.0034217138750134,1.000112179452926
2023-01-16,,,,,,
2023-01-17,1.002829102520617,1.0000272037492972,0.9993798021599407,1.0688561111724995,1.0027837911482138,1.000107182781869
2023-01-18,1.0004788729823904,1.0002076208566761,0.9997273175200942,1.0557683512527634,1.0034181256496295,1.0001310237719208
2023-01-19,0.9734751593267948,1.0000764339611081,1.0331255344493204,1.0594614409124943,1.0089666047093742,1.0003855336531504
2023-01-20,1.007563898480486,0.9999661578337846,0.9980903534113773,1.0393497016521374,1.0019090776072879,1.000065455045941
2023-01-23,1.0188488072416304,0.9998726552733601,0.9860958764728603,1.0532670906056816,1.0028071687068532,1.0000901794281503
2023-01-24,1.0023204596483082,1.0002808410793151,1.0053541107391974,1.020882347921375,1.0025796689110047,1.0000978180495612
2023-01-25,0.9902701188982246,1.0001628746209226,1.0095142352354176,1.010126350119992,1.0027158979222353,1.000132176008048
2023-01-26,1.0096189328568967,1.0000106386296919,0.9841466034139636,1.0357364162585923,1.0033373923777797,1.0001310417194136
2023-01-27,1.0073204406607184,1.0000178949993357,0.9914999102985895,1.0523674870077275,1.0025368221082758,1.0000906152144684
2023-01-30,0.9987710950527247,1.000089214327458,1.0036248326230632,1.0475489616902307,1.002364728172959,1.000087710560263
2023-01-31,1.0020658150217403,1.0000161626165336,1.0178691038112677,1.0376133009880575,1.0033765264559393,1.000102399717606
2023-02-01,1.0008164241099071,0.9971113910890466,0.9968109328987006,1.0375832231608488,1.0018954890716611,1.000088047586821
2023-02-02,1.0251580947750578,0.9998440736722313,0.989454617185342,1.051137315090641,0.9967242936290228,0.9998445179750699
2023-02-03,0.9923759695264713,1.0001050241669025,1.015758576616917,1.0793656775513516,1.0036916214968274,1.000161453351025
2023-02-06,0.9831192083369861,1.0158599461428839,1.0248185790566533,1.0563872498010727,1.0043079445693053,1.0002132632176644
2023-02-07,0.996725455189139,1.000338530532003,1.0004136275082092,1.0286716826683477,1.0024587386041117,1.000105192632677
2023-02-08,1.0079832554749895,1.000042973226101,0.9905458134429317,1.0319071453794744,1.0028760187583405,1.000103096065672
2023-02-09,0.9999999999999132,1.0,1.0,1.0,1.0,1.0
2023-02-10,0.9874076092087961,1.0001045303320326,1.0258274492534827,1.0248587173802797,1.0061622764293667,1.000267973942437
2023-02-13,1.009672004378721,1.000005113477035,0.9978825143583445,1.0472859478658683,1.0020930031528337,1.0000715541379679
2023-02-14,0.9980493997334281,1.0003560061802466,0.9979327453590213,1.064922167237632,1.0040407911685736,1.0001638140095301
2023-02-15,0.9986912107231004,1.0001687740246952,1.0044564823937514,1.078322512603773,1.0026993868943874,1.0001189955510372
2023-02-16,1.001181617228856,1.0001681064410728,1.0017573969621307,1.0698604252360953,1.0036811047828877,1.0001381217380434
2023-02-17,0.9846583811469933,1.0000365563922222,1.015533372779151,1.0335093507036437,1.002688668673752,1.0001364385944123
2023-02-20,,,,,,
2023-02-21,0.9905202805744043,1.0001591199208997,1.009125268906954,1.0452503917577094,1.0032388572950526,1.0001806371174486
2023-02-22,0.9904283933089362,1.000151050649166,1.0120519290239984,1.01863792308914,1.0030156454252295,1.0001527039736373
2023-02-23,1.0013782759458298,0.9999974839780025,0.9991841594658465,1.0362997112044803,1.0017947109168153,1.0000760658534076
2023-02-24,0.9887218475651164,1.0010751143346304,1.0106108622820884,1.0657753045478264,1.003655897672667,1.0001750815977688
2023-02-27,1.0149771443876432,0.9999382900388357,0.9870236140886419,1.026469350463646,1.00098728117698,1.0000307137563482
2023-02-28,0.9995718863482592,1.0001012140429362,1.004330286274632,1.00874079263067,1.0015251182260743,1.0000623266319502
2023-03-01,1.0011525881517729,1.0000796256955162,1.006984608644932,1.0431347961404085,0.9988662634090185,0.9999583860999119
2023-03-02,0.9943857945704764,1.000041218034774,1.0133389455936033,1.0019835956247476,1.00148078473034,1.0000683204013905
2023-03-03,1.0139408201050903,0.9999440246839805,0.9896321361618222,1.0676288164734817,1.0014297855214433,1.000040071289076
2023-03-06,1.0074188720830972,0.9924654777349585,0.9906207037941469,1.047258532267359,1.0016077591477082,1.0000581653124518
2023-03-07,0.9812290586677211,1.0000722529236086,1.0132731578819658,1.022010617665514,1.0028598692681947,1.0001939919025848
2023-03-08,0.9967306483466518,1.000146269543525,1.0096515856156214,1.0261361254914851,1.0018564884796595,1.0000769370889409
2023-03-09,0.9974492489003032,0.9999851228448734,1.001239029343599,1.0218026668692284,1.000418112253782,1.000014465109549
2023-03-10,0.9791825416156787,1.0000757948407268,1.0273287943491856,1.0649442199525319,1.0120949275841238,1.0004858559494518
2023-03-13,0.9863947386366589,0.9999316578714199,1.0012485416233463,1.111107668805447,1.007096307903308,1.0002705416377362
2023-03-14,1.0106848002045339,0.999938818958691,1.005455521519231,1.1528748033541933,1.0038851540072873,1.0001141811062353
2023-03-15,0.9686974887263088,0.9999942376133555,1.0047218634852328,1.1258682751286184,1.0126792567560416,1.0005578059201883
